Company,Location_HQ,Industry,Laid_Off_Count,Date,Source,Funds_Raised,Stage,Date_Added,Country,Percentage,List_of_Employees_Laid_Off
FabHotels,New Delhi,Travel,80,30-03-2020 00:00,https://entrackr.com/2020/04/exclusive-fabhotels-lays-off-80-employees-slashes-salary/,48,Series B,10-04-2020 05:04,India,0.2,Unknown
Hibob,Tel Aviv,HR,70,30-03-2020 00:00,https://www.teamblind.com/post/Hibob-layoffs---70-ppl-org-wide-5BmyRsoZ,45,Series A,31-03-2020 03:54,Israel,0.3,Unknown
PeerStreet,Los Angeles,Finance,51,30-03-2020 00:00,https://layoffs.fyi/2020/03/31/breaking-la-based-peerstreet-lays-off-50-employees/,110,Series C,31-03-2020 21:41,United States,0.3,Unknown
Maven,Seattle,Media,31,30-03-2020 00:00,https://www.businesswire.com/news/home/20200330005734/en/Maven-Announces-Broad-Cost-Containment-Initiative-Including-9,77,Post-IPO,08-04-2020 04:50,United States,0.09,Unknown
Blume Global,SF Bay Area,Logistics,30,30-03-2020 00:00,LinkedIn,,Unknown,01-04-2020 05:29,United States,0.1,Unknown
Catalant,Boston,Other,30,30-03-2020 00:00,https://www.americaninno.com/boston/inno-news-boston/catalant-technologies-cuts-workforce-amid-coronavirus-uncertainty/,110,Series E,31-03-2020 21:09,United States,,Unknown
Starship Technologies,Tallinn,Transportation,30,30-03-2020 00:00,https://digi.geenius.ee/rubriik/uudis/karmid-numbrid-robotkullerite-tootja-starshipi-pohiari-kukkus-sisuliselt-kokku/,82,Series A,08-04-2020 04:33,Estonia,,Unknown
Loftsmart,New York City,Real Estate,25,30-03-2020 00:00,https://www.linkedin.com/posts/swbernstein_founder-operator-and-investor-friends-activity-6647864445718585344-4i-K,18,Series A,06-04-2020 14:35,United States,0.75,Unknown
Caliva,SF Bay Area,Retail,20,30-03-2020 00:00,https://www.businessinsider.com/cannabis-startup-caliva-laid-off-20-corporate-employees-2020-5,75,Series A,29-05-2020 22:37,United States,,Unknown
Iris Nova,New York City,Food,9,30-03-2020 00:00,https://www.businessinsider.com/coca-cola-backed-startup-iris-nova-layoffs-due-to-coronavirus-2020-3,15,Seed,01-04-2020 00:45,United States,0.5,Unknown
Cuyana,SF Bay Area,Retail,,30-03-2020 00:00,https://www.instagram.com/p/B-YJi1UJVoC/,31,Series C,10-04-2020 22:15,United States,,Unknown
ZipRecruiter,Los Angeles,Recruiting,400,29-03-2020 00:00,https://www.wsj.com/articles/ziprecruiter-downsizes-as-employers-scale-back-hiring-11585498957,219,Series B,29-03-2020 22:32,United States,0.39,Unknown
Amplero,Seattle,Marketing,17,29-03-2020 00:00,https://www.geekwire.com/2020/canary-coal-mine-seattle-marketing-tech-startup-amplero-shuts-lays-off-17-employees/,25,Series B,01-04-2020 00:44,United States,1,Unknown
Polarr,SF Bay Area,Consumer,10,29-03-2020 00:00,https://medium.com/@derekzhyan/drawing-a-blank-18068b4aff1d,13,Series A,08-04-2020 05:53,United States,,Unknown
TravelTriangle,Gurugram,Travel,250,28-03-2020 00:00,https://entrackr.com/2020/03/exclusive-traveltriangle-lays-off-250-employees-covid-crisis/,47,Series D,01-04-2020 00:58,India,0.5,Unknown
WeWork,New York City,Real Estate,250,28-03-2020 00:00,https://www.reuters.com/article/wework-layoffs/wework-cuts-about-250-more-jobs-to-reduce-costs-source-idUSL4N2BL0DJ,2250,Series H,29-03-2020 22:30,United States,,Unknown
Rent the Runway,New York City,Retail,,28-03-2020 00:00,https://www.theverge.com/2020/3/28/21198042/rent-the-runway-lays-off-all-retail-employees-due-to-coronavirus-uncertainty,541,Series F,29-03-2020 22:31,United States,,Unknown
OneWeb,London,Aerospace,451,27-03-2020 00:00,https://spacenews.com/oneweb-files-for-chapter-11-bankruptcy/,3000,Unknown,28-03-2020 20:52,United Kingdom,0.85,Unknown
Bird,Los Angeles,Transportation,406,27-03-2020 00:00,https://layoffs.fyi/2020/03/30/bird-lays-off-over-400-employees,623,Series D,28-03-2020 20:52,United States,0.3,Unknown
HOOQ,Singapore,Consumer,250,27-03-2020 00:00,https://techcrunch.com/2020/03/27/streaming-service-hooq-files-for-liquidation/,95,Unknown,18-04-2020 13:33,Singapore,1,Unknown
Everlane,SF Bay Area,Retail,227,27-03-2020 00:00,https://www.vice.com/en_ca/article/akw9ej/everlane-reassures-workers-then-lays-off-and-furloughs-hundreds,18,Unknown,29-03-2020 22:31,United States,,Unknown
DataRobot,Boston,Data,200,27-03-2020 00:00,https://www.americaninno.com/boston/inno-news-boston/datarobot-cuts-workforce-as-coronavirus-roils-the-startup-economy/,430,Series E,28-03-2020 20:52,United States,,Unknown
Restaurant365,Los Angeles,Food,175,27-03-2020 00:00,https://news.crunchbase.com/news/restaurant365-confirms-coronavirus-related-layoffs/,127,Series C,28-03-2020 20:52,United States,,Unknown
Blueground,New York City,Real Estate,130,27-03-2020 00:00,https://layoffs.fyi/2020/04/08/blueground-laid-off-130-employees/,77,Series B,30-03-2020 14:19,United States,0.25,Unknown
Knotel,New York City,Real Estate,127,27-03-2020 00:00,https://commercialobserver.com/2020/03/knotel-cuts-half-of-its-staff-amid-coronavirus-pandemic/,560,Series C,28-03-2020 20:52,United States,0.3,Unknown
Getaround,SF Bay Area,Transportation,100,27-03-2020 00:00,https://www.bizjournals.com/sanfrancisco/news/2020/03/27/getaround-issues-another-layoff-round-as-it-seeks.html,403,Series D,29-03-2020 22:30,United States,0.25,Unknown
Zipcar,Boston,Transportation,100,27-03-2020 00:00,https://layoffs.fyi/2020/04/03/zipcar-laid-off-20-of-staff-amid-widescale-travel-disruption,107,Acquired,28-03-2020 20:52,United States,0.2,Unknown
Mogo,Vancouver,Finance,78,27-03-2020 00:00,https://betakit.com/mogo-lays-off-30-percent-of-staff-makes-company-wide-cuts-citing-covid-19-uncertainty/,201,Post-IPO,03-04-2020 14:40,Canada,0.3,Unknown
DISCO,Austin,Legal,75,27-03-2020 00:00,https://www.americaninno.com/austin/inno-news/layoffs-at-fast-rising-austin-startup-disco/,133,Series E,28-03-2020 20:52,United States,,Unknown
Raken,San Diego,Construction,60,27-03-2020 00:00,LinkedIn,12,Series A,05-04-2020 21:21,United States,,Unknown
Bench,Vancouver,Finance,47,27-03-2020 00:00,https://betakit.com/bench-re-hires-workers-as-sales-rebound-following-shift-to-helping-us-businesses-with-covid-relief/,49,Series B,23-06-2020 01:22,Canada,0.1,Unknown
Loft,Sao Paulo,Real Estate,47,27-03-2020 00:00,https://br.financas.yahoo.com/noticias/startup-loft-demitiu-47-antes-165500949.html,263,Series C,08-04-2020 20:43,Brazil,,Unknown
Oh My Green,SF Bay Area,Food,40,27-03-2020 00:00,https://finance.yahoo.com/news/tech-startups-ask-workers-trade-110029332.html,20,Seed,29-03-2020 23:31,United States,,Unknown
Bevi,Boston,Food,30,27-03-2020 00:00,https://www.americaninno.com/boston/inno-news-boston/boston-hospitality-startups-downsize-as-the-coronavirus-disruption-continues/,60,Series C,28-03-2020 20:52,United States,0.2,Unknown
Textio,Seattle,Recruiting,30,27-03-2020 00:00,https://www.geekwire.com/2020/textio-lays-off-30-amid-covid-19-seattle-startup-hopes-ai-writing-tech-will-aid-job-seekers/,41,Unknown,28-03-2020 20:52,United States,0.2,Unknown
Opal,Portland,Marketing,20,27-03-2020 00:00,https://www.oregonlive.com/silicon-forest/2020/03/portland-marketing-technology-startup-opal-lays-off-20-amid-coronavirus-outbreak.html,25,Series B,28-03-2020 20:52,United States,,Unknown
ThirdLove,New York City,Retail,10,27-03-2020 00:00,https://www.vox.com/the-goods/2020/3/27/21195664/coronavirus-layoffs-furlough-severance,68,Series B,02-04-2020 04:05,United States,,Unknown
Bcredi,Curitiba,Finance,,27-03-2020 00:00,https://layoffs.fyi/list/bcredi/,,Series A,25-04-2020 15:28,Brazil,,Unknown
Make School,SF Bay Area,Education,,27-03-2020 00:00,https://www.makeschool.com/blog/a-message-of-solidarity-to-our-community,,Unknown,16-04-2020 14:29,United States,,Unknown
Pivot3,Austin,Infrastructure,,27-03-2020 00:00,https://blocksandfiles.com/2020/03/27/hci-shop-pivot3-makes-significant-layoffs/,273,Series H,28-03-2020 20:52,United States,,Unknown
B8ta,SF Bay Area,Retail,250,26-03-2020 00:00,https://www.retaildive.com/news/b8ta-announces-corporate-layoffs-and-store-associate-furloughs/574955/,88,Series C,29-03-2020 22:31,United States,0.5,Unknown
Fareportal,Gurugram,Travel,200,26-03-2020 00:00,https://hrnxt.com/news/exclusive-travel-tech-firm-fareportal-lays-off-employees/16389/2020/03/26/,,Unknown,30-03-2020 14:02,India,,Unknown
Puppet,Portland,Infrastructure,50,26-03-2020 00:00,https://www.oregonlive.com/silicon-forest/2020/03/portland-marketing-technology-startup-opal-lays-off-20-amid-coronavirus-outbreak.html,149,Series F,28-03-2020 20:52,United States,0.1,Unknown
Ecobee,Toronto,Energy,47,26-03-2020 00:00,https://layoffs.fyi/2020/04/10/ecobee-laid-off-47-employees/,149,Series C,28-03-2020 20:52,Canada,0.1,Unknown
Passport,Charlotte,Transportation,44,26-03-2020 00:00,https://layoffs.fyi/2020/04/09/passport-lays-off-employees-and-furloughs-others/,123,Series D,28-03-2020 20:52,United States,,Unknown
Peerspace,SF Bay Area,Real Estate,41,26-03-2020 00:00,https://www.peerspace.com/blog/ceo-letter-to-the-peerspace-community/,34,Series B,31-03-2020 13:33,United States,0.75,Unknown
GoSpotCheck,Denver,Retail,23,26-03-2020 00:00,https://businessden.com/2020/03/26/software-firm-gospotcheck-cuts-23-employees-in-bid-to-extend-runway/,47,Series B,28-03-2020 20:52,United States,0.2,Unknown
Consider.co,SF Bay Area,Other,13,26-03-2020 00:00,https://www.consider.co/,5,Seed,28-03-2020 20:52,United States,1,Unknown
Nativo,Los Angeles,Marketing,,26-03-2020 00:00,LinkedIn,35,Series B,03-04-2020 13:49,United States,0.4,Unknown
TripActions,SF Bay Area,Travel,300,25-03-2020 00:00,https://layoffs.fyi/2020/03/31/tripactions-laid-off-300-employees-via-a-group-zoom-call/,981,Series D,28-03-2020 20:52,United States,0.25,Unknown
Lyric,SF Bay Area,Real Estate,100,25-03-2020 00:00,https://therealdeal.com/2020/03/25/another-bloodbath-lyric-to-slash-jobs-drop-units/,179.1,Series B,04-07-2020 03:10,United States,,Unknown
Rangle,Toronto,Product,78,25-03-2020 00:00,https://betakit.com/rangle-temporarily-lays-off-78-employees-as-financial-pressures-from-pandemic-hit-cdntech/,,Unknown,28-03-2020 20:52,Canada,0.3,Unknown
O'Reilly Media,SF Bay Area,Media,75,25-03-2020 00:00,https://www.businessinsider.com/oreilly-media-layoffs-events-business-2020-3,,Unknown,30-03-2020 14:03,United States,0.15,Unknown
WanderJaunt,SF Bay Area,Travel,56,25-03-2020 00:00,https://www.nytimes.com/2020/04/01/technology/virus-start-ups-pummeled-layoffs-unwinding.html,26,Series B,01-04-2020 21:08,United States,0.23,Unknown
OutboundEngine,Austin,Marketing,52,25-03-2020 00:00,https://www.bizjournals.com/austin/news/2020/03/25/outbound-engine-lays-off-dozens-amid-coronavirus.html,48,Series C,28-03-2020 20:52,United States,0.28,Unknown
Wonderschool,SF Bay Area,Education,50,25-03-2020 00:00,https://layoffs.fyi/2020/03/26/wonderschool-lays-off-75-of-employees/,24,Series A,28-03-2020 20:52,United States,0.75,Unknown
Overtime,New York City,Media,30,25-03-2020 00:00,https://frntofficesport.com/overtime-coronavirus-job-cuts/,35,Series B,02-04-2020 22:27,United States,0.23,Unknown
Jama,Portland,Product,12,25-03-2020 00:00,https://www.oregonlive.com/silicon-forest/2020/03/jama-software-will-lay-off-a-dozen-but-says-business-is-solid-during-coronavirus-outbreak.html,233,Unknown,28-03-2020 20:52,United States,0.05,Unknown
Element Analytics,SF Bay Area,Data,10,25-03-2020 00:00,Company executive,22,Series A,18-04-2020 18:20,United States,,Unknown
Clever Real Estate,St. Louis,Real Estate,,25-03-2020 00:00,https://www.bizjournals.com/stlouis/news/2020/03/25/this-sucks-st-louis-real-estate-startup-lays-off.html,5,Series A,08-04-2020 05:48,United States,,Unknown
Clutter,Los Angeles,Consumer,,25-03-2020 00:00,https://www.teamblind.com/post/Corona-based-layoffs-tracker-sHaHz6KO,296,Series D,30-03-2020 14:07,United States,0.3,Unknown
Divvy Homes,SF Bay Area,Real Estate,,25-03-2020 00:00,https://www.teamblind.com/post/Corona-based-layoffs-tracker-sHaHz6KO,180,Series B,30-03-2020 14:10,United States,0.08,Unknown
Universal Standard,New York City,Retail,,25-03-2020 00:00,https://www.modernretail.co/startups/coronavirus-fallout-tracking-the-layoffs-furloughs-and-cuts-at-retail-startups/,8,Series A,01-04-2020 00:50,United States,,Unknown
Sonder,SF Bay Area,Travel,400,24-03-2020 00:00,https://layoffs.fyi/2020/03/27/sonder-lays-off-400-employees-bookings-down-20/,359,Series D,28-03-2020 20:52,United States,0.33,Unknown
Takl,Nashville,Consumer,130,24-03-2020 00:00,https://www.bizjournals.com/nashville/news/2020/03/24/hours-before-nashville-company-laid-off-staff-it.html,,Unknown,02-04-2020 21:07,United States,,Unknown
Foodsby,Minneapolis,Food,87,24-03-2020 00:00,https://www.americaninno.com/minne/inno-news-minne/layoffs-at-foodsby-after-drop-in-business-from-coronavirus/,20,Series B,28-03-2020 20:52,United States,0.67,Unknown
Zeus Living,SF Bay Area,Real Estate,80,24-03-2020 00:00,https://layoffs.fyi/2020/03/30/zeus-living-laid-off-80-employees,79,Series B,28-03-2020 20:52,United States,0.3,Unknown
TravelBank,SF Bay Area,Travel,20,24-03-2020 00:00,https://www.teamblind.com/post/TravelBank-had-layoffs-t0kHoLwb,35,Series B,01-04-2020 17:24,United States,,Unknown
Flowr,Toronto,Retail,,24-03-2020 00:00,https://www.benzinga.com/markets/cannabis/20/03/15650740/cannabis-startups-flowr-and-leafly-cite-covid-19-fears-for-layoffs,,Unknown,28-03-2020 20:52,Canada,0.25,Unknown
Peerfit,Tampa Bay,HR,,24-03-2020 00:00,https://www.americaninno.com/tampabay/newsletters/tech-org-local-startup-team-up-for-virtual-event-peerfit-layoffs-newsletter/,47,Unknown,30-03-2020 13:59,United States,0.4,Unknown
SpotHero,Chicago,Transportation,,24-03-2020 00:00,https://americaninno.com/chicago/inno-news-chicago/layoffs-at-spothero-as-demand-drops-due-to-coronavirus/,117,Series D,28-03-2020 20:52,United States,,Unknown
Compass,New York City,Real Estate,375,23-03-2020 00:00,https://layoffs.fyi/2020/04/14/compass-laid-off-375-employees-showings-have-dropped-by-60/,1600,Series G,28-03-2020 20:52,United States,0.15,Unknown
Convene,New York City,Real Estate,150,23-03-2020 00:00,https://layoffs.fyi/2020/04/08/convene-laid-off-150-employees/,280,Series D,28-03-2020 20:52,United States,0.18,Unknown
Leafly,Seattle,Retail,91,23-03-2020 00:00,https://www.geekwire.com/2020/leafly-lays-off-additional-91-employees-eliminating-50-percent-staff-2020/,2,Acquired,28-03-2020 20:52,United States,0.5,Unknown
The Guild,Austin,Travel,38,23-03-2020 00:00,https://www.americaninno.com/austin/inno-news/report-austin-startup-the-guild-lays-off-38-people/,36,Series B,28-03-2020 20:52,United States,0.22,Unknown
Drip,Salt Lake City,Marketing,20,23-03-2020 00:00,LinkedIn,0,Acquired,01-04-2020 21:32,United States,,Unknown
GrayMeta,Los Angeles,Data,20,23-03-2020 00:00,LinkedIn,7,Unknown,01-04-2020 05:31,United States,0.4,Unknown
Triplebyte,SF Bay Area,Recruiting,15,23-03-2020 00:00,https://layoffs.fyi/2020/03/26/triplebyte-lays-off-15-talent-managers-and-technical-writers/,48,Series B,28-03-2020 20:52,United States,0.17,Unknown
Ladder Life,SF Bay Area,Finance,13,23-03-2020 00:00,LinkedIn,94,Series C,07-04-2020 13:49,United States,0.25,Unknown
Cabin,SF Bay Area,Travel,,23-03-2020 00:00,https://www.theinformation.com/articles/layoffs-accelerate-across-silicon-valley-startups,3,Seed,28-03-2020 20:52,United States,0.2,Unknown
Eight Sleep,New York City,Retail,,23-03-2020 00:00,https://www.theinformation.com/articles/layoffs-accelerate-across-silicon-valley-startups,70,Series C,28-03-2020 20:52,United States,0.2,Unknown
Zwift,Los Angeles,Fitness,,23-03-2020 00:00,https://www.dcrainmaker.com/2020/03/zwift-lays-off-employees-in-move-to-focus-on-developing-new-hardware.html,164,Series B,02-04-2020 22:05,United States,,Unknown
Flywheel Sports,New York City,Fitness,784,20-03-2020 00:00,https://stayfit305.com/solidcore-and-flywheel-announce-layoffs-as-a-result-of-covid-19/,120,Acquired,09-04-2020 21:45,United States,0.98,Unknown
Peek,Salt Lake City,Travel,45,20-03-2020 00:00,https://layoffs.fyi/2020/04/06/peek-conducted-a-mass-layoff/,39,Series B,03-04-2020 14:42,United States,,Unknown
CTO.ai,Vancouver,Infrastructure,30,20-03-2020 00:00,LinkedIn,7,Seed,02-04-2020 04:13,Canada,0.5,Unknown
Yonder,Austin,Media,18,20-03-2020 00:00,https://www.americaninno.com/austin/inno-news/austin-startup-yonder-lays-off-18-employees-citing-coronavirus-disruptions/,16,Series A,28-03-2020 20:52,United States,,Unknown
Service,Los Angeles,Travel,,20-03-2020 00:00,https://techcrunch.com/2020/03/16/travel-savings-tool-service-shuts-down-citing-covid-19-downturn/,5,Seed,01-04-2020 21:17,United States,1,Unknown
Vacasa,Portland,Travel,,20-03-2020 00:00,https://www.bizjournals.com/portland/news/2020/03/20/vacasa-announces-large-scale-layoffs-slashes.html,526,Series C,28-03-2020 20:52,United States,,Unknown
Bounce,Bengaluru,Transportation,120,19-03-2020 00:00,https://www.cqai520.com/tech/scooter-rental-startup-bounce-lays-off-120-employees-amid-coronavirus-scare-report/#more-18179,214,Series D,28-03-2020 20:52,India,,Unknown
Ejento,SF Bay Area,Recruiting,84,19-03-2020 00:00,https://layoffs.fyi/list/ejento/,,Unknown,28-03-2020 20:52,United States,1,Unknown
Remote Year,Chicago,Travel,50,19-03-2020 00:00,https://techcrunch.com/2020/03/19/remote-year-which-helps-you-work-while-traveling-the-world-lays-off-50-of-staff/,17,Series B,28-03-2020 20:52,United States,0.5,Unknown
Lola,Boston,Travel,34,19-03-2020 00:00,https://layoffs.fyi/2020/03/19/lola-lays-off-34-employees-due-to-impact-of-the-coronavirus/,81,Series C,28-03-2020 20:52,United States,,Unknown
Anyvision,Tel Aviv,Security,,19-03-2020 00:00,https://ipvm.com/reports/anyvision-20-layoffs,74,Series A,30-03-2020 13:58,Israel,,Unknown
Popin,New York City,Fitness,,19-03-2020 00:00,https://www.businessinsider.com/fitness-app-popin-shut-down-email-to-users-2020-3?r=startups-layoff-lp,13,Unknown,06-04-2020 23:47,United States,1,Unknown
Tuft & Needle,Phoenix,Retail,,19-03-2020 00:00,https://www.theverge.com/2020/3/19/21185840/tuft-needle-coronavirus-firing-retail-staff-closing-stores,0,Acquired,05-04-2020 23:23,United States,,Unknown
Flytedesk,Boulder,Marketing,4,18-03-2020 00:00,https://businessden.com/2020/03/18/boulder-advertising-startup-flytedesk-lays-off-staff-amid-coronavirus/,4,Seed,01-04-2020 00:56,United States,0.2,Unknown
Inspirato,Denver,Travel,130,16-03-2020 00:00,https://businessden.com/2020/03/16/inspirato-cuts-20-of-workforce/,79,Series C,31-03-2020 14:45,United States,0.22,Unknown
Help.com,Austin,Support,16,16-03-2020 00:00,LinkedIn,6,Seed,16-04-2020 06:36,United States,1,Unknown
Service,Los Angeles,Travel,,16-03-2020 00:00,https://techcrunch.com/2020/03/16/travel-savings-tool-service-shuts-down-citing-covid-19-downturn/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+techcrunch%2Fstartups+%28TechCrunch+%C2%BB+Startups%29,5.1,Seed,31-08-2020 15:17,United States,1,Unknown
HopSkipDrive,Los Angeles,Transportation,8,13-03-2020 00:00,https://layoffs.fyi/2020/04/02/hopskipdrive-laid-off-10-of-team-due-to-school-closures/,45,Unknown,03-04-2020 04:47,United States,0.1,Unknown
Panda Squad,SF Bay Area,Consumer,6,13-03-2020 00:00,https://twitter.com/danielsinger/status/1238545571092160514,1,Seed,17-04-2020 00:12,United States,0.75,Unknown
